,text
759921,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
760122,apparently  thousands of romanians have been waiting in their personal vehicles to pick up  refugees at one of the ne borders with  ukraine   i m not often elated at news from back home  but this makes my heart swell   standwithukriane  standwithrefugees 
760247,government house in maryland has been lit with the colours of the ukrainian flag in solidarity with the people of ukraine       ukraine  russia 
760676,in  kyiv  authorities deliver trucks of firearms and ammunition to volunteers residents civilians who want to stop occupants  many people are scared but no panic   putin made a speech  stating that his troops are there to  protect the population   people sitting in basements why 
760802,today  various public buildings in  bulgaria were lit in the colours of  ukraine s flag in solidarity with the ukrainian people  
761122,tonight the danish ministry of foreign affairs is lit up in the colours of  ukraine      russia s unprovoked  horrific attack must be met with the strongest possible international sanctions      tonight our hearts are with ukrainians throughout the world  dkpol  standwithukraine 
761160,     unsc members back  unsc resolution on  ukraine      russia vetoes      china   india and  uae abstain      brazil  a swing voter on this today  supports it 
761331,even before russia moved its troops into ukraine this week it was softening the ground with waves of cyber attacks on banks and government websites    explainer  russia  ukraine  
761624,when i asked  putin at apec   in sydney  what do you think of australia   is it what you expected   he replied  i never think of australia    russiaukraineconflict
762521,sikhs have this unstoppable natural instinct to be at the forefront of service  as ukraine faces war  a group of young sikhs are distributing langar  free meals  to international students travelling by train to the polish border   kyiv  russiaukrainewar    video via  
762599,us hand in everything   if you want to know how why russia invaded ukraine  read this fantastic timeline that explains very clearly what has transpired over the years   ukrainerussia  russiaukrainewar 
762647,ukraine has banned men aged   to   from leaving the country to conscript them into armed forces   i hope the gender  equality and pronoun lobby are up in arms about this sexist genderism    can t wait for the tik tok video protests     ukraine  russia  equality
763005,   all people currently in kyiv should take shelter and stay put until further notice  urban warfare is ongoing and is expected to escalate    ukraine    russia
763336, nato  natoallies  ukraine  if you don t stop  russia  swiftbanking then you are piss weak and your sanctions are piss weak too  get serious nato  you have already lost your credibility as a fighting force  nobody will take you seriously again and you will be disbanded soon  
763463,heavy battle near the beresteiska metro station in  kyiv    this is within the m  business loop  kyiv proper    
764238, captured russian trooper   whose arrest and interrogation was published by ukraine s security service and widely spread by the media  has turned out to be a ukrainian nationalist from the  ukrainian town of nikolaevo   russia   ukraine   russiaukraine   ukrainerussia 
764434,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
764920,see how various locations and people  standwithukraine  timessquare line up in solidarity with  ukraine 
764971, scottmorrison calling out  putin over  ukraine  fine  are you now going to belatedly call out  lnp hero john howard and bush  amp  blair for also invading a sovereign country  iraq without un agreement   wmd bullshit   auspol  election 
765213,the sanction nobody is talking about  russian users who attempted to visit pornhub were quite literally cockblocked by a message that told them that the content has been stopped along with a ukranian flag and message of ukranian support   ukraine  ukrainerussia  ukraineinvasion 
765373,two hours ago in ukrainian subway  read  shelter  was born a child  our safe future  the cause that we re fighting for    standwithukriane  ukraineunderattack  ukrainerussia  warinukraine  banrussiafromswift 
765626, standwithukriane  juststopoil stop the madness the killing needs to stop now  russia 
765703,pornhub   reportedly blocks russian users from site in support of  ukraine   also pornhub  
765726,to ukranians  it s more than just a grammatical error  saying the  ukraine when you really should know better signals denial of statehood  the independence from  russia for which the country s people have fought hard and long   
766649, ukraine is the sacrificial lamb slaughtered by the united states to bring a  wwiii in europe    wef planted a comedian as the president of ukraine and forced ukraine into fatal blunders    globalreset 
766832,right now  unicef is working across eastern  ukraine to scale up lifesaving programs for children  if you d like to help  you can donate to  here   
767155,president  zelensky refusing offers to help him leave as the russian military bears down   someone honked at  and he skedaddled   canada  ukraine
767167, ukrainecrisis  ukraine  auspol  bbc  istandwithukraine   biden  un  is that a guardian angel of light   
767264, russiaukrainewar   double standard  
767325,china  india  amp  uae abstain from un security vote condemning russia for invading ukraine  just unbelievable   ukraineinvasion
767375,the greatest president    this guy won millions of hearts        in his words he said   it s going to be a long night but definitely there will be a morning     ukraine  the president  kyiv putin nato  
767712,in the border with poland  the majority of refugees are women and children  all men stayed behind to fight for  ukraine
768032,  nato give the  ukraine army more weapons to prolong the  ukrainerussia conflict   thats smart   not  president of russia fed  vladimir putin address    
768150,volodymyr zelensky may be the most bad ass world leader of all time  vitali klitschko is absolutely the most bad ass mayor of all time  i can t believe the resilience  amp courage of ukraine and its leaders  i am in awe of the ukrainian people  incredible stuff   ukraine     auspol 
768177, russian users who tried to go on pornhub were presented with a message saying the content is blocked along with a ukrainian flag and a message of support to  ukraine 
768235,  this video explains how cunning nato and  unitedstates are   they used ukraine to keep a check on russia but betrayed them at the moment of thier need   a lesson to be learnt for other nations   unsc  ukrainerussia    russiaukrainewar  unitedstates     
768326, usa  ukraine  trump  biden  australia  nato  nsw  russia  uk  ukrainewar  this is why it is so important you pick the right people to lead your country when you vote  otherwise  this is the end game that can result when you put dimwits in power  greed corruption ego etc etc 
768384,volodymyr zelensky may be the most bad ass world leader of all time  vitali klitschko is absolutely the most bad ass mayor of all time  i can t believe the resilience  amp courage of ukraine and its leaders  i am in awe of the ukrainian people  incredible stuff   ukraine     auspol 
768415,to watch morrison pretend to care about the people of  ukraine  amp  offer asylum to refugees from there while he jails for nearly a decade refugees who are victims of the same kind of wars in places like afghanistan  syria  iraq  somalia  myanmar  amp  sri lanka is just too much to bear
768604, auspol  newspoll  msm  ukraine  food for thought
768804,  explosions in kyiv  what is known  the enemy is trying to attack chp   near troieschyna   the armed forces give battle  resistance continues in vasylkiv  where enemy troops are trying to land   breaking  warinukraine  kyiv  ukrainewar  ukraine
768893,apparently  thousands of romanians have been waiting in their personal vehicles to pick up  refugees at one of the ne borders with  ukraine   i m not often elated at news from back home  but this makes my heart swell   standwithukriane  standwithrefugees 
768964,in this time of tragic conflict in the ukraine our thoughts are with all those affected  particularly family and friends of  members   we join the world in hoping this comes to a quick and peaceful resolution   ukraine 
769134, news  amp  pics out of  ukraine as dawn nears are bleak  trying to keep faith in usa  amp  nato countries who claim to stand with ukraine  sanctions won t stop what we re watching in real time  this american is begging   amp   allies to  helpukrainenow  omg  ambassador  omg   
769361,london mayor sadiq khan   tonight  london light up in solidarity with our friends in ukraine   you are not alone    the fact is that ukraine is pretty much alone   this is what nato is  a bunch of governments sending  thoughts and prayers   fucking bullshit    russia  ukraine 
769541,russian mothers exposing how  putin presses conscripted soldiers into his meat grinder     ukraine  
769704,just in    reports on heavy fighting in  vasylkiv  where the occupants are trying to land airborne troops    russiaukraineconflict  russiaukrainecrisis   ukraine  russia  ukraineunderattack  russiaukrainewar 
769849,the anonymous collective is officially in cyber war against the russian government   anonymous  ukraine
769992, ukraine  helpukraine  kiev  russiaukrainewar  protect the people of ukraine    
770048,from the potential for the largest ground war in europe since  wwii to the rising price of oil compounding the impact of inflation  non resident senior fellow  spoke to  about what  ukraineunderattack means for   watch here  
770281,  zelensky   is a neo nazi installed by  usa  amp   nato officials   denazification of  ukraine government  zelenskyy  capitulate stop loss of further lives   putin plans removing  government  killing  russians in donetsk  amp  luhansk  genocide over past  yrs since coup de ta of   
770552, the fate of  ukraine is being decided right now     volodymyr zelenskyy           istandwithukraine     ukraineunderattack  stoprussianaggression  stopthewar
771241,   apparently gunfire has broken out in parts of kyiv amid rumors of russian operatives launching diversion to preoccupy forces from inside kyiv  will update as it develops   russia  ukraine  ukraineunderattack  europe  eu  nato  us    
771584,ukrainian president speaks to the russian people in an epic   minute speech  ukraine  russia  peoplepower   via 
771689,heavy gunfire in  kyiv at    am local time   ukraine 
771829,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
772045,our hearts go out to all who are suffering right now    no war is worth the life of another human being   we are all brothers and sisters on this planet   we need to support eachother and defend peace for a better future      nftcommunity  ukraine  russia
772423,the eu is voting tonight on getting  russia out of  swift to support  ukraine   germany and italy are holding against  german and italian friends  make your voice heard  enough        
772887,people from around the world are signing this open letter against the war  add your voice  and stand with the people of  ukraine   nowar  standwithukraine  
773217,the  anonymous collective has leaked the database of the russian ministry of defense website   ukraine
773926,a child was born today in the  kyiv metro  at another station  a cinema was set up so that children couldn t hear the explosions  in a few days  ordinary children became children of war  every hour without a closed sky is an hour when their lives are in danger  shelteroursky 
774336, take these seeds so sunflowers grow when you die here    a ukrainian woman accosted a russian invader in a viral clip     russiaukrainewar  wwiii  ukraine  ukraineunderattack 
774658,   anonymous vs  vladimir  putin   this is a war putin cannot win  
774923, russiaukrainewar  ukraine   this may be the last time you see me alive   we are alone but not cowards   zelenskyy 
775123, morrison is a failing diplomatic apprentice  he screams at  china over their refusal to condemn  putin  only to discover that he has been snookered by his new bff and quad partner   modhi  who has welded to  moscow    suckshitscotty 
775554,russia need to understand how non russians individuals will step up to help the ukrainians  god help russians who try to help too   russiaukrainewar  russiainvadedukraine 
775641,we are convinced that sanctions against putin s criminal regime will have no effect  we call on countries that support  ukraine to sever ties with  russia and expel russian ambassadors   anonymous will intensify cyber attacks on the kremlin this afternoon  moscow time   oprussia 
775797,this man in ukraine has a message for vladimir putin      ukraine  russia 
775956, syria s president bashar al assad  in a telephone call with his russian counterpart  putin  praises the russian invasion of  ukraine  saying it is a  correction of history     russiaukraineconflict   
776045,two days after the  russian operation to protect  lugansk and  donetsk    kiev is ready to talk ceasefire and peace with  moscow   zelensky spox   ukraine was and remains ready to talk    we agreed to the proposal of the   russian   president    
776232,a shell flew into a civilian s apartment  kharkov   russia  ukraine  kharkov 
776403,they re mind readers on here  they re related to nostrildamus   auspol  ukraine  russia
776499,rt  russian embassy s gate in dublin has been painted with blood red  and very rightly so    ukraine  ukrainian  kiev  russiaukraine  bidenisafailure   kyiv  wwiii 
776513,what s killing me about ukraine is that the west have left ukraine to fight a much stronger army alone at the cost of civilians lives where s the humanity in our world  we re all sitting back in privilege  letting a man carry out war crimes and get away with it   russiaukrainewar
776639,does  putin perhaps have a terminal disease and thinks he can somehow set up his legacy with this atrocity   standwithukraine  russianinvasion
776906,i m in the north of  kyiv where russia is continuing to bomb the neighborhoods  this is the bridge that ukraine blew up today to prevent the advance of russian tanks  you can see ppl fleeing the city on foot scrambling over the ruins  i watched as a man dragged over his bicycle  
777139,i wish i could share more but for now i can say it s pretty obvious to many that something is off with  putin  he has always been a killer but his problem now is different  amp  significant  it would be a mistake to assume this putin would react the same way he would have   years ago
778032,woodcutter kazimir malevich         ukrainian born artist  ukraine 
778320,a devastated kyiv resident has swept broken glass from a shattered window while singing her national anthem as war rages around her   katya s apartment block was one of dozens of sites hit by russian missiles in sustained attacks on the ukrainian capital   ukrainecrisis  ukraine 
778366,   confirmed  real time network data show a major disruption to  ukraine s internet backbone provider gigatrans  which supplies connectivity to many other networks  the incident comes as heavy fighting is reported in  vasylkiv and  kyiv      background   
778470, agreed  also  anonymous  if you are listening    on behalf humanity  now would be a good time to expose   putin s offshore bank accounts  trumps offshore accounts  trump s loans from russian oligarchs  putin kompromat on trump   it would help like this did 
779015,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
779274,when  russia and  china have veto powers at the  un   there is zero point to the  un 
779312, fromarchives thug meets cultist  neither of them impressed   dirtytricksters  auspol  lnpcorruptionparty  putin 
780331,in the red corner   russia china belarus hungary nth korea iran anyone else   in the blue corner   us uk japan germany  france south korea australia israel uae  somebody better stop this fight before it goes any further  russianinvasion  russiaukrainewar  russia
780567,it s called failed leadership on all grounds  it s not civilians fault   auspol  ukraine  russia
780965,russian mothers exposing how  putin presses conscripted soldiers into his meat grinder     ukraine  
781673,long live putin  the king in the east    ukrainerussia  russiaukrainewar  russia  istandwithrussia  standwithrussia  russianinvasion  ukraineunderattack  putindidnothingwrong  thelionoftheeast
781867,i can offer help to the  ukraine crisis by offering polish and russian translation  in case of any refugees needing help in poland  i am reaching out to all of my extended family in poland to ask about extra rooms in their homes or if they know anyone willing to open their home  
782406,bless the people of  ukraine 
782693,hey  are there any  in  ukraine    
783361, anonymous  oprussia    has been taken offline in support of the people living in  ukraine   we are legion  expect us    check host   
783962,faith in humanity on a very dark day for the world   latvians are singing the ukrainian national anthem outside the russian embassy in riga    absolutely beautiful         standwithukriane  nowar  putinisawarcriminal  putin  russiaukraine  musicislife   
784014, angels in australia   an example of what a local host of angels might look like  angels of spirit  amp  light outside of  amp  independent of our human bodies one in god  look in  ukraine for angel peacekeepers  angels in australia mp   by  on  vimeo 
784242,paris now     prayforukraine  ukraineunderattack  ukrainerussia  ukrainewar 
784674,wow  germany s spy services profoundly misjudged the intelligence situation on  putin   how badly    well  head of the bnd had to flee kiev by road  stuck amongst the traffic jams fleeing fighting   story    
784719,chinese would pay the biggest price for  russia s invasion of  ukraine    europe and u s  will blame the  ccp for funding russia and sanction china with detailed approaches    the ccp s exploitation and enslavement of chinese people will intensify      ccp  chinese 
785149, when you attack us   you will see our faces   not our backs      ukraine president     
785219,good evening from kyiv  another city now under siege by    in  ukraine     residents are encouraged to make molotov cocktails  amp  take on russian forces       amp  i witnessed an extraordinary sequence of events that captured the atmosphere here  
785246,      prime minister scott morrison has accused the  ccp  of giving russia a  lifeline  by easing restrictions on russian wheat imports as other nations impose sanctions  this is simply unacceptable   russiaukrainewar 
785434, ukraine is facing a refugee crisis that could dwarf the influx from the middle east in      work with us to support those who have been forced to flee their homes and homeland     
786071, russian warship  go fuck yourself     ukraine  putinisawarcriminal
786309,the ukrainian president is rapidly emerging as one of the heroes of this awful conflict  putin has miscalculated a world getting behind president zelensky  one of many emerging miscalculations by putin   ukraine 
786374,  it turns out that the west  america and nato only show their muscles on africa and the arab countries only  ukraine 
786596,heavy explosins and continues shootint now heard near odessa center just now  cant determine from what direction by the sounds    ukraine         
786794,may  ukraine replace all the  russian soldiers with sunflowers   
787031,have i missed morrison s condemnation of india for abstaining from un security council vote on censure of russia       ukraine
787603,      amp  tampa in our waters was the conduit to howard s win  also redneck media will not be able to help themselves in cheering  putin on  but yes i think your right 
787660,an   year old showed up to join the ukrainian army  carrying with him a small case with   t shirts  a pair of extra pants  a toothbrush and a few sandwiches for lunch  he said he was doing it for his grandkids       ukraine  russia  putin  nato  kyiv 
787684,the  russiaukraine war could increase  bitcoin volatility says  glitzkoin 
787929,you don t just stroll into countries and take what innocent civilians need whatever side you re on   ukraine  russia  auspol
788056,   right now in kyiv  ukraine        war  ukraine  russia  kyiv  ukraineunderattack  ukrainerussia  worldwariii  wwiii 
788182,russians  they is soft as poop  send the jihadicats to ukraine and we will defeat them like we did in afghanistan  insha allah  russia  russiaukraineconflict 
788540,sikhs have this unstoppable natural instinct to be at the forefront of service  as ukraine faces war  a group of young sikhs are distributing langar  free meals  to international students travelling by train to the polish border   kyiv  russiaukrainewar  ukraine  ukrainerussia 
788664, anonymous message for  putin we stand by  ukraine 
788774, i m so sorry this is happening to you and your country   putin  putinisawarcriminal  standwithukriane
789125,   so just like  and his gov paid for positive spin on covid  who s paying u guys the most    ukraine or  russia  ukraineinvasion
789293,huge protests throughout moscow  russia as they shout    slava ukraini   glory to ukraine    kyiv  ukraine  russiaukrainewar  russian  russianinvasion 
789335,ukraine has banned men aged   to   from leaving the country to conscript them into armed forces   i hope the gender  equality and pronoun lobby are up in arms about this sexist genderism    can t wait for the tik tok video protests     ukraine  russia  equality
789640,the legacy of great men  war  ukrainerussia  ukrainewar  putinisawar  putin 
790078,the fact some united states citizens find fun in comparing their gun lust with current  ukraine war is tragically sad  if their idea of  freedom  is this then the january  th trump insurrection was a scary warning  democracy   facts  
790710,right now  unicef is working across eastern  ukraine to scale up lifesaving programs for children  if you d like to help  you can donate to  here   
790898,dick face putin  zoom it   ukraine  russiaukrainewar 
791449,as opposed to  putin the coward and with impending  russian invasion on the capital   ukraine s  zelensky and his leadership team are outside the presidential office in  kyiv  proudly declaring   we are here  we are in kyiv  we are defending ukraine    
791921,in the last   hours  about  k foreign nationals crossed    moldova s borders  mainly  ukrainians  customs service  amp  border police staff are working relentlessly to cope with the high influx of cars     note  all border crossings with  ukraine  amp   romania are functional 
792080, ukraine   handing out weapons to everyone    it s just  great          
792163,an   year old showed up to join the ukrainian army  carrying with him a small case with   t shirts  a pair of extra pants  a toothbrush and a few sandwiches for lunch  he said he was doing it for his grandkids       ukraine  russia  putin  nato  kyiv 
792414,ukrainians working in  poland are jumping on the busses and heading to war   i saw this story where a polish employer decided to pay   months of salary in advance to all ukrainian employees leaving for war    he said goodbye hoping he will see them again    ukrainerussia  russia
792433,ukrainian boys  russian boys  all fighting and dying for these stale old men  the world does not want war  not another person needs to die if you all do what you do best  talk  open dialogue and stop death  open negotiations      ukraine 
792514,verve s own  and non resident fellow at  tells  why  malaysia needs to take a clearer stance on the  russia  ukraine conflict  and urges careful media consumption following aggressive information warfare offensive   
792635,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
792850,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
792954,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
793854, russia n forces are in kiew and it seems  ukraine is getting more support from  anonymous than from  nato  wait  hold your breath   un is about to vote  never again  in               
793873,excellent find  there are millions of these men and women in  ukraine  and they are motivated  
793927,all of this   ukraine because we have an illegitimate  and no one  will do anything about   impeach now 
794405,this man in ukraine has a message for vladimir putin      ukraine  russia 
794599,to make things crystal clear  i have a lot of friends in ukraine as well as in russia  there are people dying at both sides  i know this is not your war  none of you desired for this to happen  it s a war of putin against sanity  amp  humanity and i stand with  ukraine 
794618,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
795028,hey nato countries  this isn t a fucking football game  unless you re willing to step up and support ukraine  the yellow and blue light theatrics is really  really embarrassing for all of you  ukraine  nato
795236,zelensky  the president of  ukraine  just said putin will try to take kiev tonight   he s there and knows full well the danger he is in   president zelenksy is only   and has young kids   there must be more the world can do  
795304,fake images  even one taken from a video game  another was syria  another china    ukraine  russia  peace  conflictresolution
795915,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
796627, russiaukrainewar  russia  now is the time to oust your murdering thug of a  leader    or you and your families can pay for his crimes as your nation s perpetually miserable economy collapses   sheep or patriots   your choice  russia  
796695,  injured children in  ukraine appealed to  putin and asked him to remove their occupiers from their homeland   how do you think  putin will hear this  
796715,will there now be a russian ukranian tehzeeb  or does it only apply to invaders of india    russiaukrainewar
797768,a message to  putin from the brandenburg gate in berlin   ukraine  ukraineinvasion  ukrainerussia  ukrainewar  russiagtfoofukraine 
798288,this amazing ukrainian soldier blows himself up to destroy a bridge to prevent russian tanks from advancing  he is just one of the heroes who should be recognized     ukraine  ukrainerussia  russiaukrainewar  ukraineunderattack 
798495,the video of a brave ukrainian woman confronting a russian soldier as moscow troops closed in on  kyiv is being lauded by several as the video of the incident went viral   russiaukrainewar  russia  ukraine    
799240,pres  volodymyr zelensky drinks coffee in his military base defending the capital  kiev against russians  no president has ever done this       ukraine  russia  kiyv  ukrainerussia  ukraineunderattack  ukrainewar 
799262,so true          auspol  ukraine 
799355,i learn to use  kalashnikov and prepare to bear arms  it sounds surreal as just a few days ago it would never come to my mind  our  women will protect our soil the same way as our  men  go  ukraine     
799403, kyiv at dawn   fire in the area of the zoo  where there was fighting   ukraine  ukrainerussia  russiaukrainewar  ukraineunderattack  putin 
799557,if  doesn t ban  dmitrymazepin and the  from entering  australia for  the  melbournegp    problems about  will seem minuscule   auspol  ukraine        
799654,now  sounds of firing multiple rocket launcher can be heard in kharkiv     rockets  kharkiv  ukraine  rocketlauncher 
799967,have i missed morrison s condemnation of india for abstaining from un security council vote on censure of russia       ukraine
800092,the anonymous collective is officially in cyber war against the russian government   anonymous  ukraine
800441,live footage from kyiv right now     russia  ukraine  kyiv  ukraineunderattack  russiainvadedukraine 
800444, take these seeds so sunflowers grow when you die here    a ukrainian woman accosted a russian invader in a viral clip     russiaukrainewar  wwiii  ukraine  ukraineunderattack 
800817, take these seeds so sunflowers grow when you die here    a ukrainian woman accosted a russian invader in a viral clip     russiaukrainewar  wwiii  ukraine  ukraineunderattack 
801246,we are convinced that sanctions against putin s criminal regime will have no effect  we call on countries that support  ukraine to sever ties with  russia and expel russian ambassadors   anonymous will intensify cyber attacks on the kremlin this afternoon  moscow time   oprussia 
801282,shelling kharkov with rockets    ukraine     putin    
801678,the most powerful picture i have seen today one of a pussy and the other of a brave human being   ukraine  ukraineunderattack  kiev  kyiv  ukraineinvasion  russia 
802090,this has not even happened as yet  it is still daylight here in sydney and this photo is not real  stop posting fake photos  it s cloudy and very wet  but it is daylight   ukraine  russia  johnpilger  fakephotos 
802607, boot  russia from  swift  banrussiafromswift
802677,this amazing ukrainian soldier blows himself up to destroy a bridge to prevent russian tanks from advancing  he is just one of the heroes who should be recognized     ukraine  ukrainerussia  russiaukrainewar  ukraineunderattack 
802690,sikhs have this unstoppable natural instinct to be at the forefront of service  as ukraine faces war  a group of young sikhs are distributing langar  free meals  to international students travelling by train to the polish border   kyiv  russiaukrainewar    video via  
802928, take these seeds so sunflowers grow when you die here    a ukrainian woman accosted a russian invader in a viral clip     russiaukrainewar  wwiii  ukraine  ukraineunderattack 
803399,just talked to my dad    yo afghan war veteran  he took mom to western ua  and is now on his way to kyiv     dad  why are you coming back    i ll be protecting  kyiv    your knees are sick  you hardly walk    but i crawl very well    putin burn in hell 
803919,a big fire near the zoo in  kyiv  now heavy shelling of  uman   my ancestors are from there  by the way  they didn t leave in    believing that civilized people are not capable of massacres  i passed by uman this summer  planning to come back in a few months  
803979,heroes of snake island        heroesofukraine  ukraine 
804100,rachel maddow made a point to mention the thousands in russia who at great risk are protesting putin s unprovoked invasion of  ukraine   putinisawarcriminal    maddow  istandwithukraine 
804331,this photo brought tears to my eyes  two young ukrainian children sending off soldiers to fight the russians  the kids holding hands  the girl holds a stuffed animal  the boy  her brother   salutes  look what he has on his back  this picture speaks a thousand words   ukraine 
804571,thousands of romanians have been waiting in their personal vehicles to pick up refugees at one of the ne borders with ukraine    ukraine  russiaukrainewar   russia  ukraineunderattack 
804797,president zelensky has reportedly declined offers from the us to evacuate him      russia  ukraine 
804940,donate to support the ukrainian red cross and its work to help civilians in this difficult time for ukraine  you can donate on   urcs website     iraiser platform       please share   supportukraine  ukraine  urcs  donateukraine 
804944,anastasia roshenko    y o  ukraine combat radio operator serving at the front lines  last known location donbas region   credit  e filternborg 
806274,sending love and positive thoughts to all ukrainians tonight      ukraine 
806766,putin is waking up to a  kyiv still standing strong as thousands of misled russian boys are sent home in body bags    his invasion is a failure  his puppets are turning on him  and his people have had enough  
806861,telling  the truth about  president  zelenskiy  situation in  kyiv and our  victories    im taking the interview on the stairs  because we hide under them during the airforce  attacks   ukrainianswillresist     
806995,good dog        ukraine  prayingforukraine  prayforukraine  standwithukriane  ukrainerussia  ukraina  istandwithukraine  ukraineunderattack  ukraineinvasion  ukrainewar  peace  dog  dogs  dogsoftwitter  pet  pets  ukrainerussie  ukrainecrisis  ukrainerussie  putin 
807682,two young ukrainian children sending off soldiers to fight the russians  the kids holding hands  the girl holds a stuffed animal  the boy  her brother   salutes  look what he has on his back  this picture speaks a thousand words   ukraine 
807948,the australian bishops have issued a statement calling for peace in  ukraine and for a generous response from australia and the international community  the prayer below has also been composed for peace and justice in ukraine   read the media release at   
807990,question   how many of our own politicians would stay behind and take up arms if our country was under attack   and that s on both sides of the damn aisle     much respect for the president of ukraine volodymyr zelenskyy    canyouimaginetrump       ukraineinvasion   kidvicious 
808044, fromarchives thug meets cultist  neither of them impressed   dirtytricksters  auspol  lnpcorruptionparty  putin 
808275, putin  russiaukraineconflict oil and gas prices will definitely shoot but everyone knows that  the sanctions wont hurt russia alone  they ll add to the global inflation   kremlin  kyiv 
808296,using public roads as your runway to evade the russians is the most badass thing i ve ever seen in my life   ghost of kyiv   ghostofkyiv  russiaukraineconflict  ukraine  ukraineunderattack  ukrainerussia 
808350,china  india  amp  uae abstain from un security vote condemning russia for invading ukraine  just unbelievable   ukraineinvasion
808580,slava ukraini   there is an urban legend  unconfirmed  of a ukrainian fighter ace  known as the ghost of kyiv   the fact that these people are willing to fight against the odds shows how brave they are  ukraine i pray for your success  ukraine  ghostofkyiv 
808748,putin is hitler   stopputin  russia  ukraina  ukraine 
808828,the outpouring of love and support on social media from  russian people to  ukraine neighbours is beautiful  i pray they will all be safe  may our shared humanity prevail    
809203,the whole world should respect this man  ukrainerussia  zelenskiy  stopputin 
809272,let them die so we can stay warm  their lives for your convenience germany  italy  hungary do not have blood on your hands by holding the measures  for a situation where it may be necessary   that situation is now  put a coat on and save a life   ukraineunderattack  swift  eu
809479,with global energy market incredibly tight with demand just starting to keep pace with supply since  covid    any  sanctions on  russiaukrainewar consumers will feel the impact on our wallets   imagine that  just   per cent 
809599,this useful account of verified and unverified claims in  ukraine has been done by  reporters on the ground 
810019,zelensky stays in  kyiv  he recorded a video on bankova street along with other statesmen of  ukraine    thus  he refuted the misinformation of russian propagandists about his alleged escape from the city  
810044,the citizens of ukraine aren t afraid they are preparing themselves  one day we have to die saying a brave citizen    wwiii  ukraine   ukrainerussia   ukraineinvasion   worldwar    russiaukraineconflict 
810473,where does it end  your guess is as good as mine  but here s mine anyway   ukraine 
810515, take these seeds so sunflowers grow when you die here    a ukrainian woman accosted a russian invader in a viral clip     russiaukrainewar  wwiii  ukraine  ukraineunderattack  
810986, russiaukrainewar  russianaggression  russianinvasion  ukrainerussiaconflict  ukraineunderattack  putinswar  russian  gunfire echoes across kyiv as battle for capital edges closer    moving towards endgame  
811236,i learn to use  kalashnikov and prepare to bear arms  it sounds surreal as just a few days ago it would never come to my mind  our  women will protect our soil the same way as our  men  go  ukraine     
811356,  tv address to the russian     people might be the most moving speech that i ve ever seen in my entire life  the whole world needs to see  understand and share this crucial ukrainian message   standwithukraine  ukraine           russia         
811400,you can help  ukraine   now from anywhere in the world  rt share      official gov t account requests donations direct to ua bank for military    amp     they provide army training  amp  supplies  check  nd savelife link where it says  
811465, you have my respect   russiaukraineconflict 
811497,have i missed morrison s condemnation of india for abstaining from un security council vote on censure of russia       ukraine
811501, draghi sells out for pieces of leather    draghi  mariodraghi  ukraine  ucraina  italia  italy  sanctions  swift 
811515,huge respect  ukraine  ukraineinvasion  ukrainerussia  ukraineunderattack   wwiii 
812463, stopwar  stoprussia   save  ukraine 
812534,putin asserted that russia has a rightfull claim to al territories from the russian empire and a few hours ago he threatened finland and sweden   ukraine  stoprussia 
812920,thank you  poland   thank you for all your support  you re our true brothers and sisters     ukraine  stopputin  stoprussia 
812965,having seen the horrific health consequences of war in afghanistan  i am appalled at the unfolding situation in  ukraine today  there is no moral defence for such tragedy 
813016,have i missed morrison s condemnation of india for abstaining from un security council vote on censure of russia       ukraine
813274,there no more time for arguments against tankies  they side with fascist regimes  today we must start with  ukraine in this war  if you are a tankie  i want nothing to do with you  tankies are not leftist  all they do is give credit to horseshoe theory  now is the time for action
813319,have i missed morrison s condemnation of india for abstaining from un security council vote on censure of russia       ukraine
813347,this is tbilisi tonight  all and just for  ukraine   
813486,in un security council meeting on  ukraine today  india abstained on the vote on draft resolution    our explanation of vote    
813492, russia  putin has been lying to you  what he says about  ukraine being drug addicts and nazis who hide behind the elderly is lies  the people of  ukraina are peace loving decent kind brave people who deserve to live in peace  stoprussianaggression  stopputin  putinisawarcriminal
